Enrollment_No,Subject_Code,Semester,status,course_id,program_id,Detaintion
0801CS221117,CO24553,4,Regular,30511,24,
0801CS221118,CO24553,4,Regular,30511,24,
0801CS221119,CO24553,4,Regular,30511,24,
0801CS221120,CO24553,4,Regular,30511,24,
0801CS221121,CO24553,4,Regular,30511,24,
0801CS221122,CO24553,4,Regular,30511,24,
0801CS221124,CO24553,4,Regular,30511,24,
0801CS221125,CO24553,4,Regular,30511,24,
0801CS221126,CO24553,4,Regular,30511,24,
0801CS221127,CO24553,4,Regular,30511,24,
0801CS221130,CO24553,4,Regular,30511,24,
0801CS221131,CO24553,4,Regular,30511,24,
0801CS221132,CO24553,4,Regular,30511,24,
0801CS221133,CO24553,4,Regular,30511,24,
0801CS221134,CO24553,4,Regular,30511,24,
0801CS221135,CO24553,4,Regular,30511,24,
0801CS221136,CO24553,4,Regular,30511,24,
0801CS221139,CO24553,4,Regular,30511,24,
0801CS221140,CO24553,4,Regular,30511,24,
0801CS221141,CO24553,4,Regular,30511,24,
0801CS221142,CO24553,4,Regular,30511,24,
0801CS221143,CO24553,4,Regular,30511,24,
0801CS221145,CO24553,4,Regular,30511,24,
0801CS221146,CO24553,4,Regular,30511,24,
0801CS221147,CO24553,4,Regular,30511,24,
0801CS221148,CO24553,4,Regular,30511,24,
0801CS221149,CO24553,4,Regular,30511,24,
0801CS221150,CO24553,4,Regular,30511,24,
0801CS221151,CO24553,4,Regular,30511,24,
0801CS221152,CO24553,4,Regular,30511,24,
0801CS221153,CO24553,4,Regular,30511,24,
0801CS221155,CO24553,4,Regular,30511,24,
0801CS221156,CO24553,4,Regular,30511,24,
0801CS221158,CO24553,4,Regular,30511,24,
0801CS221160,CO24553,4,Regular,30511,24,
0801CS221161,CO24553,4,Regular,30511,24,
0801CS221162,CO24553,4,Regular,30511,24,
0801CS221163,CO24553,4,Regular,30511,24,
0801CS221164,CO24553,4,Regular,30511,24,
0801CS221165,CO24553,4,Regular,30511,24,
0801CS221166,CO24553,4,Regular,30511,24,
0801CS221167,CO24553,4,Regular,30511,24,
0801CS221168,CO24553,4,Regular,30511,24,
0801CS221169,CO24553,4,Regular,30511,24,
0801CS221170,CO24553,4,Regular,30511,24,
0801CS221171,CO24553,4,Regular,30511,24,
0801CS221172,CO24553,4,Regular,30511,24,
0801CS223D02,CO24553,4,RR,30511,24,
0801CS233D01,CO24553,4,Regular,30511,24,
0801CS233D02,CO24553,4,Regular,30511,24,
0801CS233D03,CO24553,4,Regular,30511,24,
0801CS233D04,CO24553,4,Regular,30511,24,
0801CS233D05,CO24553,4,Regular,30511,24,
0801CS233D06,CO24553,4,Regular,30511,24,D
0801CS233D07,CO24553,4,Regular,30511,24,D
0801CS233D08,CO24553,4,Regular,30511,24,
0801CS233D09,CO24553,4,Regular,30511,24,
0801CS233D10,CO24553,4,Regular,30511,24,
0801CS233D11,CO24553,4,Regular,30511,24,
0801CS233D12,CO24553,4,Regular,30511,24,
0801EE221087,CO24553,4,Regular,30511,24,
0801EI221065,CO24553,4,Regular,30511,24,
0801ME221003,CO24553,4,Regular,30511,24,
0801ME221096,CO24553,4,Regular,30511,24,
0801CS171087,CO34002,5,Ex,30511,24,
0801CS191029,CO34002,5,Ex,30511,24,
0801CS201107,CO34002,5,Ex,30511,24,
0801CS211001,CO34002,5,Ex,30511,24,
0801CS211025,CO34002,5,Ex,30511,24,
0801CS211041,CO34002,5,Ex,30511,24,
0801CS211051,CO34002,5,Ex,30511,24,
0801CS211057,CO34002,5,Ex,30511,24,
0801CS211059,CO34002,5,Ex,30511,24,
0801CS211060,CO34002,5,Ex,30511,24,
0801CS211063,CO34002,5,Ex,30511,24,
0801CS211065,CO34002,5,Ex,30511,24,
0801CS211067,CO34002,5,Ex,30511,24,
0801CS211069,CO34002,5,Ex,30511,24,
0801CS211074,CO34002,5,Ex,30511,24,
0801CS211081,CO34002,5,Ex,30511,24,
0801CS211085,CO34002,5,Ex,30511,24,
0801CS211088,CO34002,5,Ex,30511,24,
0801CS211097,CO34002,5,Ex,30511,24,
0801CS213D05,CO34002,5,Ex,30511,24,
0801CS213D07,CO34002,5,Ex,30511,24,
0801CS223D01,CO34002,5,Ex,30511,24,
0801CS223D09,CO34002,5,Ex,30511,24,
0801CS191029,CO34005,5,Ex,30511,24,
0801CS201099,CO34005,5,Ex,30511,24,
0801CS201105,CO34005,5,Ex,30511,24,
0801CS201107,CO34005,5,Ex,30511,24,
0801CS211025,CO34005,5,Ex,30511,24,
0801CS211041,CO34005,5,Ex,30511,24,
0801CS211065,CO34005,5,Ex,30511,24,
0801CS211074,CO34005,5,Ex,30511,24,
0801CS211085,CO34005,5,Ex,30511,24,
0801CS213D07,CO34005,5,Ex,30511,24,
0801CS223D09,CO34005,5,Ex,30511,24,
0801CS171087,CO34007,5,Ex,30511,24,
0801CS181077,CO34007,5,Ex,30511,24,
0801CS191029,CO34007,5,Ex,30511,24,
0801CS201032,CO34007,5,Ex,30511,24,
0801CS201039,CO34007,5,Ex,30511,24,
0801CS201056,CO34007,5,Ex,30511,24,
0801CS201091,CO34007,5,Ex,30511,24,
0801CS201096,CO34007,5,Ex,30511,24,
0801CS201099,CO34007,5,Ex,30511,24,
0801CS201105,CO34007,5,Ex,30511,24,
0801CS201107,CO34007,5,Ex,30511,24,
0801CS211001,CO34007,5,Ex,30511,24,
0801CS211025,CO34007,5,Ex,30511,24,
0801CS211041,CO34007,5,Ex,30511,24,
0801CS211051,CO34007,5,Ex,30511,24,
0801CS211057,CO34007,5,Ex,30511,24,
0801CS211060,CO34007,5,Ex,30511,24,
0801CS211063,CO34007,5,Ex,30511,24,
0801CS211069,CO34007,5,Ex,30511,24,
0801CS211081,CO34007,5,Ex,30511,24,
0801CS211085,CO34007,5,Ex,30511,24,
0801CS211088,CO34007,5,Ex,30511,24,
0801CS213D05,CO34007,5,Ex,30511,24,
0801CS213D07,CO34007,5,Ex,30511,24,
0801CS171087,CO34008,5,Ex,30511,24,
0801CS191029,CO34014,5,Ex,30511,24,
0801CS201099,CO34014,5,Ex,30511,24,
0801CS201107,CO34014,5,Ex,30511,24,
0801CS211065,CO34014,5,Ex,30511,24,
0801CS211085,CO34014,5,Ex,30511,24,
0801CS213D07,CO34014,5,Ex,30511,24,
0801CS201099,CO34298,5,Ex,30511,24,
0801CS201107,CO34298,5,Ex,30511,24,
0801CS211085,CO34298,5,Ex,30511,24,
0801CS191029,CO34553,6,RR,30511,24,
0801CS201032,CO34553,6,RR,30511,24,
0801CS201091,CO34553,6,Ex,30511,24,
0801CS201099,CO34553,6,RR,30511,24,
0801CS201107,CO34553,6,Ex,30511,24,
0801CS203D08,CO34553,6,Ex,30511,24,
0801CS211001,CO34553,6,Regular,30511,24,
0801CS211002,CO34553,6,Regular,30511,24,
0801CS211003,CO34553,6,Regular,30511,24,
0801CS211004,CO34553,6,Regular,30511,24,
0801CS211005,CO34553,6,Regular,30511,24,
0801CS211006,CO34553,6,Regular,30511,24,
0801CS211008,CO34553,6,Regular,30511,24,
0801CS211009,CO34553,6,Regular,30511,24,
0801CS211010,CO34553,6,Regular,30511,24,
0801CS211011,CO34553,6,Regular,30511,24,
0801CS211012,CO34553,6,Regular,30511,24,
0801CS211013,CO34553,6,Regular,30511,24,
0801CS211014,CO34553,6,Regular,30511,24,
0801CS211015,CO34553,6,Regular,30511,24,
0801CS211016,CO34553,6,Regular,30511,24,
0801CS211017,CO34553,6,Regular,30511,24,
0801CS211018,CO34553,6,Regular,30511,24,
0801CS211019,CO34553,6,Regular,30511,24,
0801CS211020,CO34553,6,Regular,30511,24,
0801CS211021,CO34553,6,Regular,30511,24,
0801CS211022,CO34553,6,Regular,30511,24,
0801CS211023,CO34553,6,Regular,30511,24,
0801CS211024,CO34553,6,Regular,30511,24,
0801CS211025,CO34553,6,Regular,30511,24,
0801CS211026,CO34553,6,Regular,30511,24,
0801CS211027,CO34553,6,Regular,30511,24,
0801CS211028,CO34553,6,Regular,30511,24,
0801CS211029,CO34553,6,Regular,30511,24,
0801CS211030,CO34553,6,Regular,30511,24,
0801CS211031,CO34553,6,Regular,30511,24,
0801CS211032,CO34553,6,Regular,30511,24,
0801CS211033,CO34553,6,Regular,30511,24,
0801CS211034,CO34553,6,Regular,30511,24,
0801CS211035,CO34553,6,Regular,30511,24,
0801CS211036,CO34553,6,Regular,30511,24,
0801CS211037,CO34553,6,Regular,30511,24,
0801CS211038,CO34553,6,Regular,30511,24,
0801CS211039,CO34553,6,Regular,30511,24,
0801CS211040,CO34553,6,Regular,30511,24,
0801CS211041,CO34553,6,Regular,30511,24,
0801CS211042,CO34553,6,Regular,30511,24,
0801CS211043,CO34553,6,Regular,30511,24,
0801CS211044,CO34553,6,Regular,30511,24,
0801CS211045,CO34553,6,Regular,30511,24,
0801CS211046,CO34553,6,Regular,30511,24,
0801CS211047,CO34553,6,Regular,30511,24,
0801CS211049,CO34553,6,Regular,30511,24,
0801CS211050,CO34553,6,Regular,30511,24,
0801CS211051,CO34553,6,Regular,30511,24,
0801CS211052,CO34553,6,Regular,30511,24,
0801CS211053,CO34553,6,Regular,30511,24,
0801CS211054,CO34553,6,Regular,30511,24,
0801CS211055,CO34553,6,Regular,30511,24,
0801CS211056,CO34553,6,Regular,30511,24,
0801CS211057,CO34553,6,Regular,30511,24,
0801CS211058,CO34553,6,Regular,30511,24,
0801CS211059,CO34553,6,Regular,30511,24,
0801CS211060,CO34553,6,Regular,30511,24,
0801CS211061,CO34553,6,Regular,30511,24,
0801CS211063,CO34553,6,Regular,30511,24,
0801CS211064,CO34553,6,Regular,30511,24,
0801CS211065,CO34553,6,Regular,30511,24,
0801CS211067,CO34553,6,Regular,30511,24,
0801CS211068,CO34553,6,Regular,30511,24,
0801CS211069,CO34553,6,Regular,30511,24,
0801CS211070,CO34553,6,Regular,30511,24,
0801CS211072,CO34553,6,Regular,30511,24,
0801CS211073,CO34553,6,Regular,30511,24,
0801CS211074,CO34553,6,Regular,30511,24,
0801CS211075,CO34553,6,Regular,30511,24,
0801CS211077,CO34553,6,Regular,30511,24,
0801CS211078,CO34553,6,Regular,30511,24,
0801CS211079,CO34553,6,Regular,30511,24,
0801CS211080,CO34553,6,Regular,30511,24,
0801CS211081,CO34553,6,Regular,30511,24,
0801CS211082,CO34553,6,Regular,30511,24,
0801CS211083,CO34553,6,Regular,30511,24,
0801CS211084,CO34553,6,Regular,30511,24,
0801CS211085,CO34553,6,Regular,30511,24,D
0801CS211087,CO34553,6,Regular,30511,24,
0801CS211088,CO34553,6,Regular,30511,24,
0801CS211089,CO34553,6,Regular,30511,24,
0801CS211090,CO34553,6,Regular,30511,24,
0801CS211091,CO34553,6,Regular,30511,24,
0801CS211092,CO34553,6,Regular,30511,24,
0801CS211093,CO34553,6,Regular,30511,24,
0801CS211094,CO34553,6,Regular,30511,24,
0801CS211095,CO34553,6,Regular,30511,24,
0801CS211096,CO34553,6,Regular,30511,24,
0801CS211097,CO34553,6,Regular,30511,24,
0801CS211099,CO34553,6,Regular,30511,24,
0801CS211100,CO34553,6,Regular,30511,24,
0801CS211101,CO34553,6,Regular,30511,24,
0801CS211102,CO34553,6,Regular,30511,24,
0801CS211105,CO34553,6,Regular,30511,24,
0801CS211106,CO34553,6,Regular,30511,24,
0801CS213D07,CO34553,6,Ex,30511,24,
0801CS223D01,CO34553,6,Regular,30511,24,
0801CS223D03,CO34553,6,Regular,30511,24,
0801CS223D04,CO34553,6,Regular,30511,24,
0801CS223D06,CO34553,6,Regular,30511,24,
0801CS223D08,CO34553,6,Regular,30511,24,
0801CS223D09,CO34553,6,Regular,30511,24,
0801EE211064,CO34553,6,Regular,30511,24,
0801ME211057,CO34553,6,Regular,30511,24,
0801CS191029,CO34554,6,RR,30511,24,
0801CS201032,CO34554,6,RR,30511,24,
0801CS201099,CO34554,6,RR,30511,24,
0801CS201107,CO34554,6,Ex,30511,24,
0801CS203D08,CO34554,6,Ex,30511,24,
0801CS211001,CO34554,6,Regular,30511,24,
0801CS211002,CO34554,6,Regular,30511,24,
0801CS211003,CO34554,6,Regular,30511,24,
0801CS211004,CO34554,6,Regular,30511,24,
0801CS211005,CO34554,6,Regular,30511,24,
0801CS211006,CO34554,6,Regular,30511,24,
0801CS211008,CO34554,6,Regular,30511,24,
0801CS211009,CO34554,6,Regular,30511,24,
0801CS211010,CO34554,6,Regular,30511,24,
0801CS211011,CO34554,6,Regular,30511,24,
0801CS211012,CO34554,6,Regular,30511,24,
0801CS211013,CO34554,6,Regular,30511,24,
0801CS211014,CO34554,6,Regular,30511,24,
0801CS211015,CO34554,6,Regular,30511,24,
0801CS211016,CO34554,6,Regular,30511,24,
0801CS211017,CO34554,6,Regular,30511,24,
0801CS211018,CO34554,6,Regular,30511,24,
0801CS211019,CO34554,6,Regular,30511,24,
0801CS211020,CO34554,6,Regular,30511,24,
0801CS211021,CO34554,6,Regular,30511,24,
0801CS211022,CO34554,6,Regular,30511,24,
0801CS211023,CO34554,6,Regular,30511,24,
0801CS211024,CO34554,6,Regular,30511,24,
0801CS211025,CO34554,6,Regular,30511,24,
0801CS211026,CO34554,6,Regular,30511,24,
0801CS211027,CO34554,6,Regular,30511,24,
0801CS211028,CO34554,6,Regular,30511,24,
0801CS211029,CO34554,6,Regular,30511,24,
0801CS211030,CO34554,6,Regular,30511,24,
0801CS211031,CO34554,6,Regular,30511,24,
0801CS211032,CO34554,6,Regular,30511,24,
0801CS211033,CO34554,6,Regular,30511,24,
0801CS211034,CO34554,6,Regular,30511,24,
0801CS211035,CO34554,6,Regular,30511,24,
0801CS211036,CO34554,6,Regular,30511,24,
0801CS211037,CO34554,6,Regular,30511,24,
0801CS211038,CO34554,6,Regular,30511,24,
0801CS211039,CO34554,6,Regular,30511,24,
0801CS211040,CO34554,6,Regular,30511,24,
0801CS211041,CO34554,6,Regular,30511,24,
0801CS211042,CO34554,6,Regular,30511,24,
0801CS211043,CO34554,6,Regular,30511,24,
0801CS211044,CO34554,6,Regular,30511,24,
0801CS211045,CO34554,6,Regular,30511,24,
0801CS211046,CO34554,6,Regular,30511,24,
0801CS211047,CO34554,6,Regular,30511,24,
0801CS211049,CO34554,6,Regular,30511,24,
0801CS211050,CO34554,6,Regular,30511,24,
0801CS211051,CO34554,6,Regular,30511,24,
0801CS211052,CO34554,6,Regular,30511,24,
0801CS211053,CO34554,6,Regular,30511,24,
0801CS211054,CO34554,6,Regular,30511,24,
0801CS211055,CO34554,6,Regular,30511,24,
0801CS211056,CO34554,6,Regular,30511,24,
0801CS211057,CO34554,6,Regular,30511,24,
0801CS211058,CO34554,6,Regular,30511,24,
0801CS211059,CO34554,6,Regular,30511,24,
0801CS211060,CO34554,6,Regular,30511,24,
0801CS211061,CO34554,6,Regular,30511,24,
0801CS211063,CO34554,6,Regular,30511,24,
0801CS211064,CO34554,6,Regular,30511,24,
0801CS211065,CO34554,6,Regular,30511,24,
0801CS211067,CO34554,6,Regular,30511,24,
0801CS211068,CO34554,6,Regular,30511,24,
0801CS211069,CO34554,6,Regular,30511,24,
0801CS211070,CO34554,6,Regular,30511,24,
0801CS211072,CO34554,6,Regular,30511,24,
0801CS211073,CO34554,6,Regular,30511,24,
0801CS211074,CO34554,6,Regular,30511,24,
0801CS211075,CO34554,6,Regular,30511,24,
0801CS211077,CO34554,6,Regular,30511,24,
0801CS211078,CO34554,6,Regular,30511,24,
0801CS211079,CO34554,6,Regular,30511,24,
0801CS211080,CO34554,6,Regular,30511,24,
0801CS211081,CO34554,6,Regular,30511,24,
0801CS211082,CO34554,6,Regular,30511,24,
0801CS211083,CO34554,6,Regular,30511,24,
0801CS211084,CO34554,6,Regular,30511,24,
0801CS211085,CO34554,6,Regular,30511,24,D
0801CS211087,CO34554,6,Regular,30511,24,
0801CS211088,CO34554,6,Regular,30511,24,
0801CS211089,CO34554,6,Regular,30511,24,
0801CS211090,CO34554,6,Regular,30511,24,
0801CS211091,CO34554,6,Regular,30511,24,
0801CS211092,CO34554,6,Regular,30511,24,
0801CS211093,CO34554,6,Regular,30511,24,
0801CS211094,CO34554,6,Regular,30511,24,
0801CS211095,CO34554,6,Regular,30511,24,
0801CS211096,CO34554,6,Regular,30511,24,
0801CS211097,CO34554,6,Regular,30511,24,
0801CS211099,CO34554,6,Regular,30511,24,
0801CS211100,CO34554,6,Regular,30511,24,
0801CS211101,CO34554,6,Regular,30511,24,
0801CS211102,CO34554,6,Regular,30511,24,
0801CS211105,CO34554,6,Regular,30511,24,
0801CS211106,CO34554,6,Regular,30511,24,
0801CS223D01,CO34554,6,Regular,30511,24,
0801CS223D03,CO34554,6,Regular,30511,24,
0801CS223D04,CO34554,6,Regular,30511,24,
0801CS223D06,CO34554,6,Regular,30511,24,
0801CS223D08,CO34554,6,Regular,30511,24,
0801CS223D09,CO34554,6,Regular,30511,24,
0801EE211064,CO34554,6,Regular,30511,24,
0801ME211057,CO34554,6,Regular,30511,24,
0801CS191029,CO34563,6,RR,30511,24,
0801CS201030,CO34563,6,Ex,30511,24,
0801CS201032,CO34563,6,RR,30511,24,
0801CS201056,CO34563,6,Ex,30511,24,
0801CS201091,CO34563,6,Ex,30511,24,
0801CS201096,CO34563,6,Ex,30511,24,
0801CS201099,CO34563,6,RR,30511,24,
0801CS201105,CO34563,6,Ex,30511,24,
0801CS201107,CO34563,6,Ex,30511,24,
0801CS203D08,CO34563,6,Ex,30511,24,
0801CS211001,CO34563,6,Regular,30511,24,
0801CS211002,CO34563,6,Regular,30511,24,
0801CS211003,CO34563,6,Regular,30511,24,
0801CS211004,CO34563,6,Regular,30511,24,
0801CS211005,CO34563,6,Regular,30511,24,
0801CS211006,CO34563,6,Regular,30511,24,
0801CS211008,CO34563,6,Regular,30511,24,
0801CS211009,CO34563,6,Regular,30511,24,
0801CS211010,CO34563,6,Regular,30511,24,
0801CS211011,CO34563,6,Regular,30511,24,
0801CS211012,CO34563,6,Regular,30511,24,
0801CS211013,CO34563,6,Regular,30511,24,
0801CS211014,CO34563,6,Regular,30511,24,
0801CS211015,CO34563,6,Regular,30511,24,
0801CS211016,CO34563,6,Regular,30511,24,
0801CS211017,CO34563,6,Regular,30511,24,
0801CS211018,CO34563,6,Regular,30511,24,
0801CS211019,CO34563,6,Regular,30511,24,
0801CS211020,CO34563,6,Regular,30511,24,
0801CS211021,CO34563,6,Regular,30511,24,
0801CS211022,CO34563,6,Regular,30511,24,
0801CS211023,CO34563,6,Regular,30511,24,
0801CS211024,CO34563,6,Regular,30511,24,
0801CS211025,CO34563,6,Regular,30511,24,
0801CS211026,CO34563,6,Regular,30511,24,
0801CS211027,CO34563,6,Regular,30511,24,
0801CS211028,CO34563,6,Regular,30511,24,
0801CS211029,CO34563,6,Regular,30511,24,
0801CS211030,CO34563,6,Regular,30511,24,
0801CS211031,CO34563,6,Regular,30511,24,
0801CS211032,CO34563,6,Regular,30511,24,
0801CS211033,CO34563,6,Regular,30511,24,
0801CS211034,CO34563,6,Regular,30511,24,
0801CS211035,CO34563,6,Regular,30511,24,
0801CS211036,CO34563,6,Regular,30511,24,
0801CS211037,CO34563,6,Regular,30511,24,
0801CS211038,CO34563,6,Regular,30511,24,
0801CS211039,CO34563,6,Regular,30511,24,
0801CS211040,CO34563,6,Regular,30511,24,
0801CS211041,CO34563,6,Regular,30511,24,
0801CS211042,CO34563,6,Regular,30511,24,
0801CS211043,CO34563,6,Regular,30511,24,
0801CS211044,CO34563,6,Regular,30511,24,
0801CS211045,CO34563,6,Regular,30511,24,
0801CS211046,CO34563,6,Regular,30511,24,
0801CS211047,CO34563,6,Regular,30511,24,
0801CS211049,CO34563,6,Regular,30511,24,
0801CS211050,CO34563,6,Regular,30511,24,
0801CS211051,CO34563,6,Regular,30511,24,
0801CS211052,CO34563,6,Regular,30511,24,
0801CS211053,CO34563,6,Regular,30511,24,
0801CS211054,CO34563,6,Regular,30511,24,
0801CS211055,CO34563,6,Regular,30511,24,
0801CS211056,CO34563,6,Regular,30511,24,
0801CS211057,CO34563,6,Regular,30511,24,
0801CS211058,CO34563,6,Regular,30511,24,
0801CS211059,CO34563,6,Regular,30511,24,
0801CS211060,CO34563,6,Regular,30511,24,
0801CS211061,CO34563,6,Regular,30511,24,
0801CS211063,CO34563,6,Regular,30511,24,
0801CS211064,CO34563,6,Regular,30511,24,
0801CS211065,CO34563,6,Regular,30511,24,
0801CS211067,CO34563,6,Regular,30511,24,
0801CS211068,CO34563,6,Regular,30511,24,
0801CS211069,CO34563,6,Regular,30511,24,
0801CS211070,CO34563,6,Regular,30511,24,
0801CS211072,CO34563,6,Regular,30511,24,
0801CS211073,CO34563,6,Regular,30511,24,
0801CS211074,CO34563,6,Regular,30511,24,
0801CS211075,CO34563,6,Regular,30511,24,
0801CS211077,CO34563,6,Regular,30511,24,
0801CS211078,CO34563,6,Regular,30511,24,
0801CS211079,CO34563,6,Regular,30511,24,
0801CS211080,CO34563,6,Regular,30511,24,
0801CS211081,CO34563,6,Regular,30511,24,
0801CS211082,CO34563,6,Regular,30511,24,
0801CS211083,CO34563,6,Regular,30511,24,
0801CS211084,CO34563,6,Regular,30511,24,
0801CS211085,CO34563,6,Regular,30511,24,D
0801CS211087,CO34563,6,Regular,30511,24,
0801CS211088,CO34563,6,Regular,30511,24,
0801CS211089,CO34563,6,Regular,30511,24,
0801CS211090,CO34563,6,Regular,30511,24,
0801CS211091,CO34563,6,Regular,30511,24,
0801CS211092,CO34563,6,Regular,30511,24,
0801CS211093,CO34563,6,Regular,30511,24,
0801CS211094,CO34563,6,Regular,30511,24,
0801CS211095,CO34563,6,Regular,30511,24,
0801CS211096,CO34563,6,Regular,30511,24,
0801CS211097,CO34563,6,Regular,30511,24,
0801CS211099,CO34563,6,Regular,30511,24,
0801CS211100,CO34563,6,Regular,30511,24,
0801CS211101,CO34563,6,Regular,30511,24,
0801CS211102,CO34563,6,Regular,30511,24,
0801CS211105,CO34563,6,Regular,30511,24,
0801CS211106,CO34563,6,Regular,30511,24,
0801CS213D07,CO34563,6,Ex,30511,24,
0801CS223D01,CO34563,6,Regular,30511,24,
0801CS223D03,CO34563,6,Regular,30511,24,
0801CS223D04,CO34563,6,Regular,30511,24,
0801CS223D06,CO34563,6,Regular,30511,24,
0801CS223D08,CO34563,6,Regular,30511,24,
0801CS223D09,CO34563,6,Regular,30511,24,
0801EE211064,CO34563,6,Regular,30511,24,
0801ME211057,CO34563,6,Regular,30511,24,
0801CS171052,CO34602,6,Ex,30511,24,
0801CS191029,CO34602,6,RR,30511,24,
0801CS191076,CO34602,6,Ex,30511,24,
0801CS201032,CO34602,6,RR,30511,24,
0801CS201099,CO34602,6,RR,30511,24,
0801CS201105,CO34602,6,Ex,30511,24,
0801CS201107,CO34602,6,Ex,30511,24,
0801CS203D08,CO34602,6,Ex,30511,24,
0801CS213D07,CO34602,6,Ex,30511,24,
0801CS171052,CO34701,6,Ex,30511,24,
0801CS191029,CO34701,6,RR,30511,24,
0801CS201032,CO34702,6,RR,30511,24,
0801CS201099,CO34702,6,RR,30511,24,
0801CS201107,CO34702,6,Ex,30511,24,
0801CS211001,CO34702,6,Regular,30511,24,
0801CS211002,CO34702,6,Regular,30511,24,
0801CS211003,CO34702,6,Regular,30511,24,
0801CS211004,CO34702,6,Regular,30511,24,
0801CS211005,CO34702,6,Regular,30511,24,
0801CS211006,CO34702,6,Regular,30511,24,
0801CS211008,CO34702,6,Regular,30511,24,
0801CS211009,CO34702,6,Regular,30511,24,
0801CS211010,CO34702,6,Regular,30511,24,
0801CS211011,CO34702,6,Regular,30511,24,
0801CS211012,CO34702,6,Regular,30511,24,
0801CS211013,CO34702,6,Regular,30511,24,
0801CS211014,CO34702,6,Regular,30511,24,
0801CS211015,CO34702,6,Regular,30511,24,
0801CS211016,CO34702,6,Regular,30511,24,
0801CS211017,CO34702,6,Regular,30511,24,
0801CS211018,CO34702,6,Regular,30511,24,
0801CS211019,CO34702,6,Regular,30511,24,
0801CS211020,CO34702,6,Regular,30511,24,
0801CS211021,CO34702,6,Regular,30511,24,
0801CS211022,CO34702,6,Regular,30511,24,
0801CS211023,CO34702,6,Regular,30511,24,
0801CS211024,CO34702,6,Regular,30511,24,
0801CS211025,CO34702,6,Regular,30511,24,
0801CS211026,CO34702,6,Regular,30511,24,
0801CS211027,CO34702,6,Regular,30511,24,
0801CS211028,CO34702,6,Regular,30511,24,
0801CS211029,CO34702,6,Regular,30511,24,
0801CS211030,CO34702,6,Regular,30511,24,
0801CS211031,CO34702,6,Regular,30511,24,
0801CS211032,CO34702,6,Regular,30511,24,
0801CS211033,CO34702,6,Regular,30511,24,
0801CS211034,CO34702,6,Regular,30511,24,
0801CS211035,CO34702,6,Regular,30511,24,
0801CS211036,CO34702,6,Regular,30511,24,
0801CS211037,CO34702,6,Regular,30511,24,
0801CS211038,CO34702,6,Regular,30511,24,
0801CS211039,CO34702,6,Regular,30511,24,
0801CS211040,CO34702,6,Regular,30511,24,
0801CS211041,CO34702,6,Regular,30511,24,
0801CS211042,CO34702,6,Regular,30511,24,
0801CS211043,CO34702,6,Regular,30511,24,
0801CS211044,CO34702,6,Regular,30511,24,
0801CS211045,CO34702,6,Regular,30511,24,
0801CS211046,CO34702,6,Regular,30511,24,
0801CS211047,CO34702,6,Regular,30511,24,
0801CS211049,CO34702,6,Regular,30511,24,
0801CS211050,CO34702,6,Regular,30511,24,
0801CS211051,CO34702,6,Regular,30511,24,
0801CS211052,CO34702,6,Regular,30511,24,
0801CS211053,CO34702,6,Regular,30511,24,
0801CS211054,CO34702,6,Regular,30511,24,
0801CS211055,CO34702,6,Regular,30511,24,
0801CS211056,CO34702,6,Regular,30511,24,
0801CS211057,CO34702,6,Regular,30511,24,
0801CS211058,CO34702,6,Regular,30511,24,
0801CS211059,CO34702,6,Regular,30511,24,
0801CS211060,CO34702,6,Regular,30511,24,
0801CS211061,CO34702,6,Regular,30511,24,
0801CS211063,CO34702,6,Regular,30511,24,
0801CS211064,CO34702,6,Regular,30511,24,
0801CS211065,CO34702,6,Regular,30511,24,
0801CS211067,CO34702,6,Regular,30511,24,
0801CS211068,CO34702,6,Regular,30511,24,
0801CS211069,CO34702,6,Regular,30511,24,
0801CS211070,CO34702,6,Regular,30511,24,
0801CS211072,CO34702,6,Regular,30511,24,
0801CS211073,CO34702,6,Regular,30511,24,
0801CS211074,CO34702,6,Regular,30511,24,
0801CS211075,CO34702,6,Regular,30511,24,
0801CS211077,CO34702,6,Regular,30511,24,
0801CS211078,CO34702,6,Regular,30511,24,
0801CS211079,CO34702,6,Regular,30511,24,
0801CS211080,CO34702,6,Regular,30511,24,
0801CS211081,CO34702,6,Regular,30511,24,
0801CS211082,CO34702,6,Regular,30511,24,
0801CS211083,CO34702,6,Regular,30511,24,
0801CS211084,CO34702,6,Regular,30511,24,
0801CS211085,CO34702,6,Regular,30511,24,D
0801CS211087,CO34702,6,Regular,30511,24,
0801CS211088,CO34702,6,Regular,30511,24,
0801CS211089,CO34702,6,Regular,30511,24,
0801CS211090,CO34702,6,Regular,30511,24,
0801CS211091,CO34702,6,Regular,30511,24,
0801CS211092,CO34702,6,Regular,30511,24,
0801CS211093,CO34702,6,Regular,30511,24,
0801CS211094,CO34702,6,Regular,30511,24,
0801CS211095,CO34702,6,Regular,30511,24,
0801CS211096,CO34702,6,Regular,30511,24,
0801CS211097,CO34702,6,Regular,30511,24,
0801CS211099,CO34702,6,Regular,30511,24,
0801CS211100,CO34702,6,Regular,30511,24,
0801CS211101,CO34702,6,Regular,30511,24,
0801CS211102,CO34702,6,Regular,30511,24,
0801CS211105,CO34702,6,Regular,30511,24,
0801CS211106,CO34702,6,Regular,30511,24,
0801CS223D01,CO34702,6,Regular,30511,24,
0801CS223D03,CO34702,6,Regular,30511,24,
0801CS223D04,CO34702,6,Regular,30511,24,
